date,store,city,category,channel,units_sold,revenue_sar,returns_units,foot_traffic,csat
2025-09-08,Riyadh-Olaya,Riyadh,Groceries,In-Store,40,1770.07,1,968.0,4.31
2025-09-08,Riyadh-Olaya,Riyadh,Groceries,Online,16,727.18,0,,4.04
2025-09-09,Riyadh-Olaya,Riyadh,Electronics,In-Store,40,34276.31,1,944.0,3.41
2025-09-09,Riyadh-Olaya,Riyadh,Electronics,Online,12,10470.63,1,,4.48
2025-09-09,Riyadh-Olaya,Riyadh,Apparel,In-Store,34,5062.74,1,944.0,3.3
2025-09-09,Riyadh-Olaya,Riyadh,Apparel,Online,16,2448.92,1,,2.98
2025-09-09,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,38,8381.8,1,944.0,3.73
2025-09-09,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,16,3042.17,1,,4.34
2025-09-09,Riyadh-Olaya,Riyadh,Beauty,In-Store,57,5250.56,2,944.0,3.71
2025-09-09,Riyadh-Olaya,Riyadh,Beauty,Online,9,871.96,0,,3.75
2025-09-09,Riyadh-Olaya,Riyadh,Groceries,In-Store,39,1837.15,1,944.0,4.77
2025-09-09,Riyadh-Olaya,Riyadh,Groceries,Online,15,718.54,1,,3.44
2025-09-10,Riyadh-Olaya,Riyadh,Electronics,In-Store,34,31057.64,2,947.0,5.0
2025-09-10,Riyadh-Olaya,Riyadh,Electronics,Online,12,10143.32,1,,3.66
2025-09-10,Riyadh-Olaya,Riyadh,Apparel,In-Store,46,5827.27,1,947.0,4.1
2025-09-10,Riyadh-Olaya,Riyadh,Apparel,Online,12,1620.47,1,,3.26
2025-09-10,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,55,12299.1,2,947.0,4.06
2025-09-10,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,15,3443.56,1,,3.17
2025-09-10,Riyadh-Olaya,Riyadh,Beauty,In-Store,60,5536.39,3,947.0,4.57
2025-09-10,Riyadh-Olaya,Riyadh,Beauty,Online,10,975.5,0,,3.65
2025-09-10,Riyadh-Olaya,Riyadh,Groceries,In-Store,52,2112.89,2,947.0,4.3
2025-09-10,Riyadh-Olaya,Riyadh,Groceries,Online,10,478.18,1,,3.6
2025-09-11,Riyadh-Olaya,Riyadh,Electronics,In-Store,41,31873.88,0,1004.0,4.32
2025-09-11,Riyadh-Olaya,Riyadh,Electronics,Online,12,10044.2,0,,3.4
2025-09-11,Riyadh-Olaya,Riyadh,Apparel,In-Store,60,7742.82,1,1004.0,3.75
2025-09-11,Riyadh-Olaya,Riyadh,Apparel,Online,19,2451.43,1,,4.6
2025-09-11,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,58,11069.68,1,1004.0,4.85
2025-09-11,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,10,2297.76,0,,4.33
2025-09-11,Riyadh-Olaya,Riyadh,Beauty,In-Store,47,4822.86,1,1004.0,3.98
2025-09-11,Riyadh-Olaya,Riyadh,Beauty,Online,10,965.68,0,,3.85
2025-09-11,Riyadh-Olaya,Riyadh,Groceries,In-Store,61,2918.18,2,1004.0,4.05
2025-09-11,Riyadh-Olaya,Riyadh,Groceries,Online,18,849.26,1,,3.55
2025-09-12,Riyadh-Olaya,Riyadh,Electronics,In-Store,71,58926.33,3,1304.0,3.86
2025-09-12,Riyadh-Olaya,Riyadh,Electronics,Online,26,22843.81,1,,3.11
2025-09-12,Riyadh-Olaya,Riyadh,Apparel,In-Store,47,7173.01,2,1304.0,4.03
2025-09-12,Riyadh-Olaya,Riyadh,Apparel,Online,18,2401.92,1,,3.76
2025-09-12,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,68,14004.04,3,1304.0,3.95
2025-09-12,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,20,4023.0,2,,4.18
2025-09-12,Riyadh-Olaya,Riyadh,Beauty,In-Store,62,6266.24,3,1304.0,3.98
2025-09-12,Riyadh-Olaya,Riyadh,Beauty,Online,21,1846.83,1,,2.99
2025-09-12,Riyadh-Olaya,Riyadh,Groceries,In-Store,88,4067.68,2,1304.0,3.66
2025-09-12,Riyadh-Olaya,Riyadh,Groceries,Online,16,778.77,1,,4.17
2025-09-13,Riyadh-Olaya,Riyadh,Electronics,In-Store,81,74230.87,2,1261.0,4.14
2025-09-13,Riyadh-Olaya,Riyadh,Electronics,Online,22,17129.74,1,,4.01
2025-09-13,Riyadh-Olaya,Riyadh,Apparel,In-Store,77,11845.66,3,1261.0,3.9
2025-09-13,Riyadh-Olaya,Riyadh,Apparel,Online,15,2060.29,1,,3.47
2025-09-13,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,75,15810.43,4,1261.0,3.67
2025-09-13,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,14,3002.86,1,,3.09
2025-09-13,Riyadh-Olaya,Riyadh,Beauty,In-Store,59,5814.64,1,1261.0,3.32
2025-09-13,Riyadh-Olaya,Riyadh,Beauty,Online,18,1687.48,1,,3.0
2025-09-13,Riyadh-Olaya,Riyadh,Groceries,In-Store,49,2203.24,2,1261.0,3.44
2025-09-13,Riyadh-Olaya,Riyadh,Groceries,Online,22,945.14,1,,3.66
2025-09-14,Riyadh-Olaya,Riyadh,Electronics,In-Store,51,43628.26,2,974.0,3.88
2025-09-14,Riyadh-Olaya,Riyadh,Electronics,Online,13,12029.56,1,,3.53
2025-09-14,Riyadh-Olaya,Riyadh,Apparel,In-Store,60,9176.57,2,974.0,4.18
2025-09-14,Riyadh-Olaya,Riyadh,Apparel,Online,12,1846.73,1,,3.13
2025-09-14,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,61,12206.17,1,974.0,4.18
2025-09-14,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,12,2489.92,0,,3.7
2025-09-14,Riyadh-Olaya,Riyadh,Beauty,In-Store,42,4300.41,1,974.0,3.91
2025-09-14,Riyadh-Olaya,Riyadh,Beauty,Online,20,1796.28,1,,3.75
2025-09-14,Riyadh-Olaya,Riyadh,Groceries,In-Store,52,2534.37,2,974.0,3.68
2025-09-14,Riyadh-Olaya,Riyadh,Groceries,Online,12,545.41,1,,3.8
2025-09-15,Riyadh-Olaya,Riyadh,Electronics,In-Store,30,25262.51,1,915.0,3.04
2025-09-15,Riyadh-Olaya,Riyadh,Electronics,Online,17,13975.89,1,,3.53
2025-09-15,Riyadh-Olaya,Riyadh,Apparel,In-Store,44,6664.38,1,915.0,4.04
2025-09-15,Riyadh-Olaya,Riyadh,Apparel,Online,14,1885.36,0,,3.23
2025-09-15,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,39,8827.55,1,915.0,3.88
2025-09-15,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,13,2547.81,0,,4.38
2025-09-15,Riyadh-Olaya,Riyadh,Beauty,In-Store,44,4186.09,1,915.0,3.24
2025-09-15,Riyadh-Olaya,Riyadh,Beauty,Online,11,1056.76,1,,3.51
2025-09-15,Riyadh-Olaya,Riyadh,Groceries,In-Store,39,1713.24,2,915.0,4.03
2025-09-15,Riyadh-Olaya,Riyadh,Groceries,Online,16,674.72,1,,3.57
2025-09-16,Riyadh-Olaya,Riyadh,Electronics,In-Store,62,50880.84,3,925.0,4.7
2025-09-16,Riyadh-Olaya,Riyadh,Electronics,Online,9,8224.22,1,,2.98
2025-09-16,Riyadh-Olaya,Riyadh,Apparel,In-Store,50,6557.71,2,925.0,4.28
2025-09-16,Riyadh-Olaya,Riyadh,Apparel,Online,15,2208.66,0,,3.64
2025-09-16,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,53,10742.13,1,925.0,3.79
2025-09-16,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,16,3690.37,1,,3.68
2025-09-16,Riyadh-Olaya,Riyadh,Beauty,In-Store,33,3193.69,1,925.0,3.62
2025-09-16,Riyadh-Olaya,Riyadh,Beauty,Online,12,1052.68,0,,3.65
2025-09-16,Riyadh-Olaya,Riyadh,Groceries,In-Store,57,2679.41,2,925.0,3.97
2025-09-16,Riyadh-Olaya,Riyadh,Groceries,Online,17,789.57,1,,3.59
2025-09-17,Riyadh-Olaya,Riyadh,Electronics,In-Store,33,30770.22,1,939.0,4.0
2025-09-17,Riyadh-Olaya,Riyadh,Electronics,Online,13,10353.78,1,,3.23
2025-09-17,Riyadh-Olaya,Riyadh,Apparel,In-Store,46,6200.58,2,939.0,4.03
2025-09-17,Riyadh-Olaya,Riyadh,Apparel,Online,13,1966.42,1,,3.11
2025-09-17,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,54,10843.27,3,939.0,4.15
2025-09-17,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,16,3509.34,1,,3.27
2025-09-17,Riyadh-Olaya,Riyadh,Beauty,In-Store,42,4168.17,2,939.0,3.54
2025-09-17,Riyadh-Olaya,Riyadh,Beauty,Online,9,858.19,0,,3.92
2025-09-17,Riyadh-Olaya,Riyadh,Groceries,In-Store,60,2738.45,2,939.0,4.35
2025-09-17,Riyadh-Olaya,Riyadh,Groceries,Online,15,631.35,1,,3.89
2025-09-18,Riyadh-Olaya,Riyadh,Electronics,In-Store,33,28491.4,0,952.0,3.7
2025-09-18,Riyadh-Olaya,Riyadh,Electronics,Online,14,12465.47,0,,4.11
2025-09-18,Riyadh-Olaya,Riyadh,Apparel,In-Store,40,5969.76,2,952.0,4.3
2025-09-18,Riyadh-Olaya,Riyadh,Apparel,Online,20,2982.68,1,,3.51
2025-09-18,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,59,11585.53,1,952.0,3.94
2025-09-18,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,20,3971.01,1,,3.33
2025-09-18,Riyadh-Olaya,Riyadh,Beauty,In-Store,31,2710.24,0,952.0,4.34
2025-09-18,Riyadh-Olaya,Riyadh,Beauty,Online,16,1627.65,1,,3.31
2025-09-18,Riyadh-Olaya,Riyadh,Groceries,In-Store,51,2283.98,1,952.0,4.05
2025-09-18,Riyadh-Olaya,Riyadh,Groceries,Online,18,833.96,1,,3.73
2025-09-19,Riyadh-Olaya,Riyadh,Electronics,In-Store,46,42129.92,2,1313.0,4.24
2025-09-19,Riyadh-Olaya,Riyadh,Electronics,Online,23,17825.29,1,,4.22
2025-09-19,Riyadh-Olaya,Riyadh,Apparel,In-Store,82,12201.22,2,1313.0,3.71
2025-09-19,Riyadh-Olaya,Riyadh,Apparel,Online,18,2469.67,0,,3.77
2025-09-19,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,66,13968.6,3,1313.0,4.21
2025-09-19,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,15,3454.63,0,,3.08
2025-09-19,Riyadh-Olaya,Riyadh,Beauty,In-Store,67,6414.21,1,1313.0,3.57
2025-09-19,Riyadh-Olaya,Riyadh,Beauty,Online,13,1129.65,1,,3.18
2025-09-19,Riyadh-Olaya,Riyadh,Groceries,In-Store,52,2123.41,3,1313.0,4.93
2025-09-19,Riyadh-Olaya,Riyadh,Groceries,Online,16,656.18,0,,3.32
2025-09-20,Riyadh-Olaya,Riyadh,Electronics,In-Store,77,66346.78,3,1298.0,4.66
2025-09-20,Riyadh-Olaya,Riyadh,Electronics,Online,18,15407.3,2,,3.82
2025-09-20,Riyadh-Olaya,Riyadh,Apparel,In-Store,86,12414.09,3,1298.0,4.5
2025-09-20,Riyadh-Olaya,Riyadh,Apparel,Online,23,2998.22,2,,3.49
2025-09-20,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,46,9724.22,2,1298.0,3.81
2025-09-20,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,21,4588.76,1,,3.43
2025-09-20,Riyadh-Olaya,Riyadh,Beauty,In-Store,71,6982.16,2,1298.0,4.41
2025-09-20,Riyadh-Olaya,Riyadh,Beauty,Online,17,1740.89,0,,3.11
2025-09-20,Riyadh-Olaya,Riyadh,Groceries,In-Store,80,3944.45,2,1298.0,3.46
2025-09-20,Riyadh-Olaya,Riyadh,Groceries,Online,24,1133.9,2,,3.52
2025-09-21,Riyadh-Olaya,Riyadh,Electronics,In-Store,60,53571.17,1,967.0,3.24
2025-09-21,Riyadh-Olaya,Riyadh,Electronics,Online,20,15816.87,2,,3.38
2025-09-21,Riyadh-Olaya,Riyadh,Apparel,In-Store,40,6123.59,1,967.0,4.05
2025-09-21,Riyadh-Olaya,Riyadh,Apparel,Online,14,2114.92,1,,3.27
2025-09-21,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,51,9808.51,1,967.0,4.01
2025-09-21,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,9,1949.85,0,,3.49
2025-09-21,Riyadh-Olaya,Riyadh,Beauty,In-Store,64,5981.64,3,967.0,3.83
2025-09-21,Riyadh-Olaya,Riyadh,Beauty,Online,11,974.62,0,,3.7
2025-09-21,Riyadh-Olaya,Riyadh,Groceries,In-Store,37,1673.47,1,967.0,3.43
2025-09-21,Riyadh-Olaya,Riyadh,Groceries,Online,9,433.0,0,,3.81
2025-09-22,Riyadh-Olaya,Riyadh,Electronics,In-Store,38,34266.34,1,958.0,4.35
2025-09-22,Riyadh-Olaya,Riyadh,Electronics,Online,12,9930.64,0,,3.66
2025-09-22,Riyadh-Olaya,Riyadh,Apparel,In-Store,29,4430.29,0,958.0,3.79
2025-09-22,Riyadh-Olaya,Riyadh,Apparel,Online,18,2698.64,0,,3.4
2025-09-22,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,61,13523.84,3,958.0,3.78
2025-09-22,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,10,2255.57,1,,4.3
2025-09-22,Riyadh-Olaya,Riyadh,Beauty,In-Store,29,2660.67,1,958.0,4.68
2025-09-22,Riyadh-Olaya,Riyadh,Beauty,Online,12,1145.15,0,,3.65
2025-09-22,Riyadh-Olaya,Riyadh,Groceries,In-Store,60,2858.59,3,958.0,3.4
2025-09-22,Riyadh-Olaya,Riyadh,Groceries,Online,20,988.48,1,,3.32
2025-09-23,Riyadh-Olaya,Riyadh,Electronics,In-Store,51,42231.84,2,947.0,4.24
2025-09-23,Riyadh-Olaya,Riyadh,Electronics,Online,12,11177.2,1,,3.39
2025-09-23,Riyadh-Olaya,Riyadh,Apparel,In-Store,47,7068.2,1,947.0,5.0
2025-09-23,Riyadh-Olaya,Riyadh,Apparel,Online,19,2412.54,2,,4.15
2025-09-23,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,32,6894.21,0,947.0,3.32
2025-09-23,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,17,3520.54,1,,3.07
2025-09-23,Riyadh-Olaya,Riyadh,Beauty,In-Store,56,5242.99,2,947.0,4.76
2025-09-23,Riyadh-Olaya,Riyadh,Beauty,Online,11,963.83,1,,3.59
2025-09-23,Riyadh-Olaya,Riyadh,Groceries,In-Store,58,2866.58,2,947.0,4.0
2025-09-23,Riyadh-Olaya,Riyadh,Groceries,Online,18,855.69,2,,3.69
2025-09-24,Riyadh-Olaya,Riyadh,Electronics,In-Store,63,57995.74,2,941.0,4.05
2025-09-24,Riyadh-Olaya,Riyadh,Electronics,Online,13,10254.06,1,,4.17
2025-09-24,Riyadh-Olaya,Riyadh,Apparel,In-Store,48,6962.35,2,941.0,3.9
2025-09-24,Riyadh-Olaya,Riyadh,Apparel,Online,16,2405.38,0,,3.59
2025-09-24,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,38,7708.06,0,941.0,3.76
2025-09-24,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,13,2803.61,1,,4.12
2025-09-24,Riyadh-Olaya,Riyadh,Beauty,In-Store,38,3441.58,0,941.0,4.62
2025-09-24,Riyadh-Olaya,Riyadh,Beauty,Online,20,1830.04,2,,3.22
2025-09-24,Riyadh-Olaya,Riyadh,Groceries,In-Store,56,2406.74,2,941.0,4.12
2025-09-24,Riyadh-Olaya,Riyadh,Groceries,Online,16,666.5,1,,2.81
2025-09-25,Riyadh-Olaya,Riyadh,Electronics,In-Store,55,50389.34,2,925.0,4.13
2025-09-25,Riyadh-Olaya,Riyadh,Electronics,Online,17,13833.93,1,,3.22
2025-09-25,Riyadh-Olaya,Riyadh,Apparel,In-Store,39,5197.72,0,925.0,4.29
2025-09-25,Riyadh-Olaya,Riyadh,Apparel,Online,16,2358.78,1,,3.69
2025-09-25,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,57,13001.85,1,925.0,4.12
2025-09-25,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,18,3801.63,1,,3.56
2025-09-25,Riyadh-Olaya,Riyadh,Beauty,In-Store,61,6227.26,3,925.0,4.66
2025-09-25,Riyadh-Olaya,Riyadh,Beauty,Online,12,1050.25,0,,3.22
2025-09-25,Riyadh-Olaya,Riyadh,Groceries,In-Store,38,1638.68,0,925.0,3.45
2025-09-25,Riyadh-Olaya,Riyadh,Groceries,Online,17,755.57,1,,3.27
2025-09-26,Riyadh-Olaya,Riyadh,Electronics,In-Store,39,33121.76,2,1244.0,3.62
2025-09-26,Riyadh-Olaya,Riyadh,Electronics,Online,23,21437.87,1,,3.29
2025-09-26,Riyadh-Olaya,Riyadh,Apparel,In-Store,56,7364.96,1,1244.0,3.81
2025-09-26,Riyadh-Olaya,Riyadh,Apparel,Online,16,2031.44,1,,4.05
2025-09-26,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,59,11666.89,2,1244.0,3.76
2025-09-26,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,16,3621.48,1,,4.04
2025-09-26,Riyadh-Olaya,Riyadh,Beauty,In-Store,49,4952.57,2,1244.0,3.85
2025-09-26,Riyadh-Olaya,Riyadh,Beauty,Online,15,1346.74,1,,3.85
2025-09-26,Riyadh-Olaya,Riyadh,Groceries,In-Store,77,3562.4,2,1244.0,4.15
2025-09-26,Riyadh-Olaya,Riyadh,Groceries,Online,17,781.12,1,,3.63
2025-09-27,Riyadh-Olaya,Riyadh,Electronics,In-Store,59,50416.89,1,1269.0,4.83
2025-09-27,Riyadh-Olaya,Riyadh,Electronics,Online,24,21531.85,1,,3.67
2025-09-27,Riyadh-Olaya,Riyadh,Apparel,In-Store,44,6429.32,2,1269.0,4.76
2025-09-27,Riyadh-Olaya,Riyadh,Apparel,Online,18,2324.87,1,,3.47
2025-09-27,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,81,18592.93,3,1269.0,4.1
2025-09-27,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,19,3628.67,1,,4.18
2025-09-27,Riyadh-Olaya,Riyadh,Beauty,In-Store,47,4365.64,1,1269.0,3.99
2025-09-27,Riyadh-Olaya,Riyadh,Beauty,Online,27,2581.66,2,,3.75
2025-09-27,Riyadh-Olaya,Riyadh,Groceries,In-Store,81,3726.7,2,1269.0,4.31
2025-09-27,Riyadh-Olaya,Riyadh,Groceries,Online,15,691.48,1,,4.08
2025-09-28,Riyadh-Olaya,Riyadh,Electronics,In-Store,64,56173.32,2,974.0,4.14
2025-09-28,Riyadh-Olaya,Riyadh,Electronics,Online,17,15051.06,1,,4.07
2025-09-28,Riyadh-Olaya,Riyadh,Apparel,In-Store,55,7283.66,1,974.0,3.96
2025-09-28,Riyadh-Olaya,Riyadh,Apparel,Online,19,2667.45,1,,4.13
2025-09-28,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,51,11105.31,1,974.0,4.07
2025-09-28,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,14,2773.63,1,,2.8
2025-09-28,Riyadh-Olaya,Riyadh,Beauty,In-Store,60,5807.3,1,974.0,4.01
2025-09-28,Riyadh-Olaya,Riyadh,Beauty,Online,20,2079.44,1,,4.21
2025-09-28,Riyadh-Olaya,Riyadh,Groceries,In-Store,36,1598.43,1,974.0,4.49
2025-09-28,Riyadh-Olaya,Riyadh,Groceries,Online,13,538.75,1,,3.87
2025-09-29,Riyadh-Olaya,Riyadh,Electronics,In-Store,45,36236.85,2,937.0,4.24
2025-09-29,Riyadh-Olaya,Riyadh,Electronics,Online,16,12481.12,1,,3.5
2025-09-29,Riyadh-Olaya,Riyadh,Apparel,In-Store,53,6873.53,1,937.0,4.31
2025-09-29,Riyadh-Olaya,Riyadh,Apparel,Online,17,2422.66,2,,3.55
2025-09-29,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,63,12497.34,3,937.0,3.98
2025-09-29,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,11,2505.5,1,,4.03
2025-09-29,Riyadh-Olaya,Riyadh,Beauty,In-Store,35,3113.97,0,937.0,4.4
2025-09-29,Riyadh-Olaya,Riyadh,Beauty,Online,16,1464.73,1,,4.02
2025-09-29,Riyadh-Olaya,Riyadh,Groceries,In-Store,55,2610.19,1,937.0,4.06
2025-09-29,Riyadh-Olaya,Riyadh,Groceries,Online,13,539.12,1,,3.81
2025-09-30,Riyadh-Olaya,Riyadh,Electronics,In-Store,43,33861.66,2,959.0,3.93
2025-09-30,Riyadh-Olaya,Riyadh,Electronics,Online,17,15046.85,1,,3.67
2025-09-30,Riyadh-Olaya,Riyadh,Apparel,In-Store,40,6025.15,1,959.0,3.55
2025-09-30,Riyadh-Olaya,Riyadh,Apparel,Online,14,1944.58,0,,3.03
2025-09-30,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,62,13569.05,2,959.0,3.56
2025-09-30,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,17,3820.3,1,,3.77
2025-09-30,Riyadh-Olaya,Riyadh,Beauty,In-Store,53,4753.7,1,959.0,3.7
2025-09-30,Riyadh-Olaya,Riyadh,Beauty,Online,10,1017.54,1,,4.12
2025-09-30,Riyadh-Olaya,Riyadh,Groceries,In-Store,41,1774.67,1,959.0,4.3
2025-09-30,Riyadh-Olaya,Riyadh,Groceries,Online,13,534.91,0,,3.23
2025-10-01,Riyadh-Olaya,Riyadh,Electronics,In-Store,56,45563.8,2,952.0,3.36
2025-10-01,Riyadh-Olaya,Riyadh,Electronics,Online,13,11840.09,1,,4.16
2025-10-01,Riyadh-Olaya,Riyadh,Apparel,In-Store,33,4552.59,0,952.0,3.99
2025-10-01,Riyadh-Olaya,Riyadh,Apparel,Online,13,1975.17,0,,4.03
2025-10-01,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,56,12708.6,2,952.0,4.38
2025-10-01,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,20,4282.01,1,,4.7
2025-10-01,Riyadh-Olaya,Riyadh,Beauty,In-Store,60,5214.56,2,952.0,4.64
2025-10-01,Riyadh-Olaya,Riyadh,Beauty,Online,10,964.87,0,,3.48
2025-10-01,Riyadh-Olaya,Riyadh,Groceries,In-Store,59,2832.0,1,952.0,3.41
2025-10-01,Riyadh-Olaya,Riyadh,Groceries,Online,9,401.26,0,,3.55
2025-10-02,Riyadh-Olaya,Riyadh,Electronics,In-Store,58,48160.16,3,935.0,4.36
2025-10-02,Riyadh-Olaya,Riyadh,Electronics,Online,12,10444.08,0,,3.67
2025-10-02,Riyadh-Olaya,Riyadh,Apparel,In-Store,31,4450.96,1,935.0,4.79
2025-10-02,Riyadh-Olaya,Riyadh,Apparel,Online,13,1790.17,0,,3.4
2025-10-02,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,55,10930.05,2,935.0,3.68
2025-10-02,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,18,3649.17,1,,4.05
2025-10-02,Riyadh-Olaya,Riyadh,Beauty,In-Store,57,5356.99,3,935.0,3.77
2025-10-02,Riyadh-Olaya,Riyadh,Beauty,Online,12,1210.47,1,,3.34
2025-10-02,Riyadh-Olaya,Riyadh,Groceries,In-Store,36,1458.03,0,935.0,3.9
2025-10-02,Riyadh-Olaya,Riyadh,Groceries,Online,14,613.74,0,,4.38
2025-10-03,Riyadh-Olaya,Riyadh,Electronics,In-Store,62,49596.26,2,1236.0,4.19
2025-10-03,Riyadh-Olaya,Riyadh,Electronics,Online,25,20021.75,1,,3.88
2025-10-03,Riyadh-Olaya,Riyadh,Apparel,In-Store,76,9838.7,3,1236.0,3.74
2025-10-03,Riyadh-Olaya,Riyadh,Apparel,Online,14,2144.74,0,,3.9
2025-10-03,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,51,10913.42,2,1236.0,4.12
2025-10-03,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,20,3970.01,1,,3.8
2025-10-03,Riyadh-Olaya,Riyadh,Beauty,In-Store,42,3656.75,2,1236.0,4.1
2025-10-03,Riyadh-Olaya,Riyadh,Beauty,Online,14,1326.19,0,,3.54
2025-10-03,Riyadh-Olaya,Riyadh,Groceries,In-Store,50,2416.29,2,1236.0,3.99
2025-10-03,Riyadh-Olaya,Riyadh,Groceries,Online,25,1135.69,1,,3.51
2025-10-04,Riyadh-Olaya,Riyadh,Electronics,In-Store,40,35543.48,2,1229.0,4.41
2025-10-04,Riyadh-Olaya,Riyadh,Electronics,Online,25,21945.02,2,,4.08
2025-10-04,Riyadh-Olaya,Riyadh,Apparel,In-Store,74,10806.01,3,1229.0,4.3
2025-10-04,Riyadh-Olaya,Riyadh,Apparel,Online,14,2011.01,1,,4.14
2025-10-04,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,78,17946.97,2,1229.0,4.43
2025-10-04,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,13,2511.69,0,,4.03
2025-10-04,Riyadh-Olaya,Riyadh,Beauty,In-Store,69,6480.52,2,1229.0,4.02
2025-10-04,Riyadh-Olaya,Riyadh,Beauty,Online,13,1206.9,0,,4.35
2025-10-04,Riyadh-Olaya,Riyadh,Groceries,In-Store,46,2180.73,1,1229.0,3.64
2025-10-04,Riyadh-Olaya,Riyadh,Groceries,Online,15,673.86,0,,3.02
2025-10-05,Riyadh-Olaya,Riyadh,Electronics,In-Store,54,44086.07,1,951.0,4.13
2025-10-05,Riyadh-Olaya,Riyadh,Electronics,Online,11,9785.64,1,,3.23
2025-10-05,Riyadh-Olaya,Riyadh,Apparel,In-Store,40,5352.66,0,951.0,5.0
2025-10-05,Riyadh-Olaya,Riyadh,Apparel,Online,19,2865.36,1,,3.6
2025-10-05,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,63,13593.93,2,951.0,4.59
2025-10-05,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,14,2969.67,1,,3.91
2025-10-05,Riyadh-Olaya,Riyadh,Beauty,In-Store,49,5045.1,2,951.0,4.62
2025-10-05,Riyadh-Olaya,Riyadh,Beauty,Online,14,1238.01,0,,3.88
2025-10-05,Riyadh-Olaya,Riyadh,Groceries,In-Store,45,2205.75,1,951.0,4.23
2025-10-05,Riyadh-Olaya,Riyadh,Groceries,Online,14,578.19,1,,3.64
2025-10-06,Riyadh-Olaya,Riyadh,Electronics,In-Store,50,44730.63,2,945.0,3.78
2025-10-06,Riyadh-Olaya,Riyadh,Electronics,Online,11,8440.29,1,,3.9
2025-10-06,Riyadh-Olaya,Riyadh,Apparel,In-Store,31,4207.42,1,945.0,4.22
2025-10-06,Riyadh-Olaya,Riyadh,Apparel,Online,18,2675.93,1,,3.25
2025-10-06,Riyadh-Olaya,Riyadh,Home & Kitchen,In-Store,28,6420.16,1,945.0,3.89
2025-10-06,Riyadh-Olaya,Riyadh,Home & Kitchen,Online,13,2826.9,1,,3.75
2025-10-06,Riyadh-Olaya,Riyadh,Beauty,In-Store,48,4885.27,1,945.0,4.1
2025-10-06,Riyadh-Olaya,Riyadh,Beauty,Online,15,1401.39,1,,4.45
2025-10-06,Riyadh-Olaya,Riyadh,Groceries,In-Store,46,2030.92,1,945.0,4.51
2025-10-06,Riyadh-Olaya,Riyadh,Groceries,Online,14,606.61,0,,3.34
